# T18_duplication_diagnostic | generated 2026-08-16T20:42:17Z | source raw/stage*_*.jsonl + derived/stage*_classified.parquet manifest sha256=dcf7b4988e7b9f4042ad8055e46bbcedd688051ec131e96c35b9dbc1c40e8f4a | duplicate definition identical to T14 (whitespace-normalized full-conversation text, rep pairs within condition x stimulus cells, non-excluded only) | created timestamp = epoch second embedded in the OpenRouter generation id (the only provider-returned generation identifier in raw/)
section,stage,model,condition,tier,subset,metric,value,note
tier_split,stage2,gemini25_flash,exit_schema,1,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,exit_schema,1,,mean_jaccard,0.5732,
tier_split,stage2,gemini25_flash,exit_schema,2,,n_pairs,90,
tier_split,stage2,gemini25_flash,exit_schema,2,,dup_pairs,61,
tier_split,stage2,gemini25_flash,exit_schema,2,,dup_rate,0.6778,
tier_split,stage2,gemini25_flash,exit_schema,2,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,exit_schema,2,,mean_jaccard,0.9673,
tier_split,stage2,gemini25_flash,none,1,,n_pairs,90,
tier_split,stage2,gemini25_flash,none,1,,dup_pairs,0,
tier_split,stage2,gemini25_flash,none,1,,dup_rate,0.0,
tier_split,stage2,gemini25_flash,none,1,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,none,1,,mean_jaccard,0.5585,
tier_split,stage2,gemini25_flash,none,2,,n_pairs,90,
tier_split,stage2,gemini25_flash,none,2,,dup_pairs,56,
tier_split,stage2,gemini25_flash,none,2,,dup_rate,0.6222,
tier_split,stage2,gemini25_flash,none,2,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,none,2,,mean_jaccard,0.9608,
tier_split,stage2,gemini25_flash,note_schema,1,,n_pairs,90,
tier_split,stage2,gemini25_flash,note_schema,1,,dup_pairs,0,
tier_split,stage2,gemini25_flash,note_schema,1,,dup_rate,0.0,
tier_split,stage2,gemini25_flash,note_schema,1,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,note_schema,1,,mean_jaccard,0.5682,
tier_split,stage2,gemini25_flash,note_schema,2,,n_pairs,90,
tier_split,stage2,gemini25_flash,note_schema,2,,dup_pairs,59,
tier_split,stage2,gemini25_flash,note_schema,2,,dup_rate,0.6556,
tier_split,stage2,gemini25_flash,note_schema,2,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,note_schema,2,,mean_jaccard,0.9754,
tier_split,stage2,gemini25_flash,time_schema,1,,n_pairs,90,
tier_split,stage2,gemini25_flash,time_schema,1,,dup_pairs,0,
tier_split,stage2,gemini25_flash,time_schema,1,,dup_rate,0.0,
tier_split,stage2,gemini25_flash,time_schema,1,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,time_schema,1,,mean_jaccard,0.5612,
tier_split,stage2,gemini25_flash,time_schema,2,,n_pairs,90,
tier_split,stage2,gemini25_flash,time_schema,2,,dup_pairs,50,
tier_split,stage2,gemini25_flash,time_schema,2,,dup_rate,0.5556,
tier_split,stage2,gemini25_flash,time_schema,2,,empty_dup_pairs,0,
tier_split,stage2,gemini25_flash,time_schema,2,,mean_jaccard,0.9659,
tier_split,stage2,gemini25_flash,ALL,1,,dup_rate,0.0,0/540
tier_split,stage2,gemini25_flash,ALL,2,,dup_rate,0.6278,339/540
tier_split,stage2,gemini25_flash,,,,nonempty_texts_spanning_multiple_stimuli,0,H2-incompatible duplication (different payloads)
tier_split,stage2,gemma3_27b,exit_both,1,,n_pairs,90,
tier_split,stage2,gemma3_27b,exit_both,1,,dup_pairs,0,
tier_split,stage2,gemma3_27b,exit_both,1,,dup_rate,0.0,
tier_split,stage2,gemma3_27b,exit_both,1,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,exit_both,1,,mean_jaccard,0.5468,
tier_split,stage2,gemma3_27b,exit_both,2,,n_pairs,90,
tier_split,stage2,gemma3_27b,exit_both,2,,dup_pairs,43,
tier_split,stage2,gemma3_27b,exit_both,2,,dup_rate,0.4778,
tier_split,stage2,gemma3_27b,exit_both,2,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,exit_both,2,,mean_jaccard,0.8815,
tier_split,stage2,gemma3_27b,exit_prose,1,,n_pairs,90,
tier_split,stage2,gemma3_27b,exit_prose,1,,dup_pairs,0,
tier_split,stage2,gemma3_27b,exit_prose,1,,dup_rate,0.0,
tier_split,stage2,gemma3_27b,exit_prose,1,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,exit_prose,1,,mean_jaccard,0.591,
tier_split,stage2,gemma3_27b,exit_prose,2,,n_pairs,90,
tier_split,stage2,gemma3_27b,exit_prose,2,,dup_pairs,14,
tier_split,stage2,gemma3_27b,exit_prose,2,,dup_rate,0.1556,
tier_split,stage2,gemma3_27b,exit_prose,2,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,exit_prose,2,,mean_jaccard,0.7964,
tier_split,stage2,gemma3_27b,exit_schema,1,,n_pairs,90,
tier_split,stage2,gemma3_27b,exit_schema,1,,dup_pairs,0,
tier_split,stage2,gemma3_27b,exit_schema,1,,dup_rate,0.0,
tier_split,stage2,gemma3_27b,exit_schema,1,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,exit_schema,1,,mean_jaccard,0.5342,
tier_split,stage2,gemma3_27b,exit_schema,2,,n_pairs,90,
tier_split,stage2,gemma3_27b,exit_schema,2,,dup_pairs,41,
tier_split,stage2,gemma3_27b,exit_schema,2,,dup_rate,0.4556,
tier_split,stage2,gemma3_27b,exit_schema,2,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,exit_schema,2,,mean_jaccard,0.8829,
tier_split,stage2,gemma3_27b,none,1,,n_pairs,90,
tier_split,stage2,gemma3_27b,none,1,,dup_pairs,0,
tier_split,stage2,gemma3_27b,none,1,,dup_rate,0.0,
tier_split,stage2,gemma3_27b,none,1,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,none,1,,mean_jaccard,0.5989,
tier_split,stage2,gemma3_27b,none,2,,n_pairs,90,
tier_split,stage2,gemma3_27b,none,2,,dup_pairs,11,
tier_split,stage2,gemma3_27b,none,2,,dup_rate,0.1222,
tier_split,stage2,gemma3_27b,none,2,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,none,2,,mean_jaccard,0.8518,
tier_split,stage2,gemma3_27b,note_schema,1,,n_pairs,90,
tier_split,stage2,gemma3_27b,note_schema,1,,dup_pairs,0,
tier_split,stage2,gemma3_27b,note_schema,1,,dup_rate,0.0,
tier_split,stage2,gemma3_27b,note_schema,1,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,note_schema,1,,mean_jaccard,0.5655,
tier_split,stage2,gemma3_27b,note_schema,2,,n_pairs,90,
tier_split,stage2,gemma3_27b,note_schema,2,,dup_pairs,41,
tier_split,stage2,gemma3_27b,note_schema,2,,dup_rate,0.4556,
tier_split,stage2,gemma3_27b,note_schema,2,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,note_schema,2,,mean_jaccard,0.8959,
tier_split,stage2,gemma3_27b,time_schema,1,,n_pairs,90,
tier_split,stage2,gemma3_27b,time_schema,1,,dup_pairs,0,
tier_split,stage2,gemma3_27b,time_schema,1,,dup_rate,0.0,
tier_split,stage2,gemma3_27b,time_schema,1,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,time_schema,1,,mean_jaccard,0.5519,
tier_split,stage2,gemma3_27b,time_schema,2,,n_pairs,90,
tier_split,stage2,gemma3_27b,time_schema,2,,dup_pairs,43,
tier_split,stage2,gemma3_27b,time_schema,2,,dup_rate,0.4778,
tier_split,stage2,gemma3_27b,time_schema,2,,empty_dup_pairs,0,
tier_split,stage2,gemma3_27b,time_schema,2,,mean_jaccard,0.8838,
tier_split,stage2,gemma3_27b,ALL,1,,dup_rate,0.0,0/540
tier_split,stage2,gemma3_27b,ALL,2,,dup_rate,0.3574,193/540
tier_split,stage2,gemma3_27b,,,,nonempty_texts_spanning_multiple_stimuli,0,H2-incompatible duplication (different payloads)
tier_split,stage2,qwen3_235b,exit_both,1,,n_pairs,90,
tier_split,stage2,qwen3_235b,exit_both,1,,dup_pairs,57,
tier_split,stage2,qwen3_235b,exit_both,1,,dup_rate,0.6333,
tier_split,stage2,qwen3_235b,exit_both,1,,empty_dup_pairs,57,
tier_split,stage2,qwen3_235b,exit_both,1,,mean_jaccard,0.7969,
tier_split,stage2,qwen3_235b,exit_both,2,,n_pairs,90,
tier_split,stage2,qwen3_235b,exit_both,2,,dup_pairs,60,
tier_split,stage2,qwen3_235b,exit_both,2,,dup_rate,0.6667,
tier_split,stage2,qwen3_235b,exit_both,2,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,exit_both,2,,mean_jaccard,0.9262,
tier_split,stage2,qwen3_235b,exit_prose,1,,n_pairs,90,
tier_split,stage2,qwen3_235b,exit_prose,1,,dup_pairs,30,
tier_split,stage2,qwen3_235b,exit_prose,1,,dup_rate,0.3333,
tier_split,stage2,qwen3_235b,exit_prose,1,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,exit_prose,1,,mean_jaccard,0.6098,
tier_split,stage2,qwen3_235b,exit_prose,2,,n_pairs,90,
tier_split,stage2,qwen3_235b,exit_prose,2,,dup_pairs,66,
tier_split,stage2,qwen3_235b,exit_prose,2,,dup_rate,0.7333,
tier_split,stage2,qwen3_235b,exit_prose,2,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,exit_prose,2,,mean_jaccard,0.9501,
tier_split,stage2,qwen3_235b,exit_schema,1,,n_pairs,90,
tier_split,stage2,qwen3_235b,exit_schema,1,,dup_pairs,60,
tier_split,stage2,qwen3_235b,exit_schema,1,,dup_rate,0.6667,
tier_split,stage2,qwen3_235b,exit_schema,1,,empty_dup_pairs,57,
tier_split,stage2,qwen3_235b,exit_schema,1,,mean_jaccard,0.8197,
tier_split,stage2,qwen3_235b,exit_schema,2,,n_pairs,90,
tier_split,stage2,qwen3_235b,exit_schema,2,,dup_pairs,54,
tier_split,stage2,qwen3_235b,exit_schema,2,,dup_rate,0.6,
tier_split,stage2,qwen3_235b,exit_schema,2,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,exit_schema,2,,mean_jaccard,0.9199,
tier_split,stage2,qwen3_235b,none,1,,n_pairs,90,
tier_split,stage2,qwen3_235b,none,1,,dup_pairs,59,
tier_split,stage2,qwen3_235b,none,1,,dup_rate,0.6556,
tier_split,stage2,qwen3_235b,none,1,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,none,1,,mean_jaccard,0.8724,
tier_split,stage2,qwen3_235b,none,2,,n_pairs,90,
tier_split,stage2,qwen3_235b,none,2,,dup_pairs,87,
tier_split,stage2,qwen3_235b,none,2,,dup_rate,0.9667,
tier_split,stage2,qwen3_235b,none,2,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,none,2,,mean_jaccard,0.9993,
tier_split,stage2,qwen3_235b,note_schema,1,,n_pairs,90,
tier_split,stage2,qwen3_235b,note_schema,1,,dup_pairs,1,
tier_split,stage2,qwen3_235b,note_schema,1,,dup_rate,0.0111,
tier_split,stage2,qwen3_235b,note_schema,1,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,note_schema,1,,mean_jaccard,0.5162,
tier_split,stage2,qwen3_235b,note_schema,2,,n_pairs,90,
tier_split,stage2,qwen3_235b,note_schema,2,,dup_pairs,58,
tier_split,stage2,qwen3_235b,note_schema,2,,dup_rate,0.6444,
tier_split,stage2,qwen3_235b,note_schema,2,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,note_schema,2,,mean_jaccard,0.9332,
tier_split,stage2,qwen3_235b,time_schema,1,,n_pairs,90,
tier_split,stage2,qwen3_235b,time_schema,1,,dup_pairs,0,
tier_split,stage2,qwen3_235b,time_schema,1,,dup_rate,0.0,
tier_split,stage2,qwen3_235b,time_schema,1,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,time_schema,1,,mean_jaccard,0.5446,
tier_split,stage2,qwen3_235b,time_schema,2,,n_pairs,90,
tier_split,stage2,qwen3_235b,time_schema,2,,dup_pairs,50,
tier_split,stage2,qwen3_235b,time_schema,2,,dup_rate,0.5556,
tier_split,stage2,qwen3_235b,time_schema,2,,empty_dup_pairs,0,
tier_split,stage2,qwen3_235b,time_schema,2,,mean_jaccard,0.9321,
tier_split,stage2,qwen3_235b,ALL,1,,dup_rate,0.3833,207/540
tier_split,stage2,qwen3_235b,ALL,2,,dup_rate,0.6944,375/540
tier_split,stage2,qwen3_235b,,,,nonempty_texts_spanning_multiple_stimuli,1,H2-incompatible duplication (different payloads)
exit_prose,stage1,qwen3_235b,exit_prose,,all,n_conversations,60,
exit_prose,stage1,qwen3_235b,exit_prose,,all,n_within_cell_pairs,30,
exit_prose,stage1,qwen3_235b,exit_prose,,all,dup_pairs,19,
exit_prose,stage1,qwen3_235b,exit_prose,,all,dup_rate,0.6333,pairs exist only where a subset has >=2 reps of a stimulus
exit_prose,stage1,qwen3_235b,exit_prose,,refusing,n_conversations,0,
exit_prose,stage1,qwen3_235b,exit_prose,,refusing,n_within_cell_pairs,0,
exit_prose,stage1,qwen3_235b,exit_prose,,refusing,dup_pairs,0,
exit_prose,stage1,qwen3_235b,exit_prose,,refusing,dup_rate,,pairs exist only where a subset has >=2 reps of a stimulus
exit_prose,stage1,qwen3_235b,exit_prose,,nonrefusing,n_conversations,49,
exit_prose,stage1,qwen3_235b,exit_prose,,nonrefusing,n_within_cell_pairs,24,
exit_prose,stage1,qwen3_235b,exit_prose,,nonrefusing,dup_pairs,15,
exit_prose,stage1,qwen3_235b,exit_prose,,nonrefusing,dup_rate,0.625,pairs exist only where a subset has >=2 reps of a stimulus
exit_prose,stage1,qwen3_235b,exit_prose,,exit,n_conversations,11,
exit_prose,stage1,qwen3_235b,exit_prose,,exit,n_within_cell_pairs,5,
exit_prose,stage1,qwen3_235b,exit_prose,,exit,dup_pairs,4,
exit_prose,stage1,qwen3_235b,exit_prose,,exit,dup_rate,0.8,pairs exist only where a subset has >=2 reps of a stimulus
exit_prose,stage1,qwen3_235b,exit_prose,,refusing,n_refusal_conversations,0,
exit_prose,stage1,qwen3_235b,exit_prose,,refusing,n_distinct_refusal_texts,0,whitespace-normalized full conversation text
exit_prose,stage1,qwen3_235b,exit_prose,,refusing,refusal_texts_spanning_multiple_stimuli,0,
exit_prose,stage2,qwen3_235b,exit_prose,,all,n_conversations,120,
exit_prose,stage2,qwen3_235b,exit_prose,,all,n_within_cell_pairs,180,
exit_prose,stage2,qwen3_235b,exit_prose,,all,dup_pairs,96,
exit_prose,stage2,qwen3_235b,exit_prose,,all,dup_rate,0.5333,pairs exist only where a subset has >=2 reps of a stimulus
exit_prose,stage2,qwen3_235b,exit_prose,,refusing,n_conversations,0,
exit_prose,stage2,qwen3_235b,exit_prose,,refusing,n_within_cell_pairs,0,
exit_prose,stage2,qwen3_235b,exit_prose,,refusing,dup_pairs,0,
exit_prose,stage2,qwen3_235b,exit_prose,,refusing,dup_rate,,pairs exist only where a subset has >=2 reps of a stimulus
exit_prose,stage2,qwen3_235b,exit_prose,,nonrefusing,n_conversations,100,
exit_prose,stage2,qwen3_235b,exit_prose,,nonrefusing,n_within_cell_pairs,144,
exit_prose,stage2,qwen3_235b,exit_prose,,nonrefusing,dup_pairs,77,
exit_prose,stage2,qwen3_235b,exit_prose,,nonrefusing,dup_rate,0.5347,pairs exist only where a subset has >=2 reps of a stimulus
exit_prose,stage2,qwen3_235b,exit_prose,,exit,n_conversations,20,
exit_prose,stage2,qwen3_235b,exit_prose,,exit,n_within_cell_pairs,24,
exit_prose,stage2,qwen3_235b,exit_prose,,exit,dup_pairs,19,
exit_prose,stage2,qwen3_235b,exit_prose,,exit,dup_rate,0.7917,pairs exist only where a subset has >=2 reps of a stimulus
exit_prose,stage2,qwen3_235b,exit_prose,,refusing,n_refusal_conversations,0,
exit_prose,stage2,qwen3_235b,exit_prose,,refusing,n_distinct_refusal_texts,0,whitespace-normalized full conversation text
exit_prose,stage2,qwen3_235b,exit_prose,,refusing,refusal_texts_spanning_multiple_stimuli,0,
headline,stage2,qwen3_235b,exit_prose,,raw,k_exit_prose,0,
headline,stage2,qwen3_235b,exit_prose,,raw,n_exit_prose,120,
headline,stage2,qwen3_235b,exit_prose,,raw,refusal_prop,0.0,primary DV remains the raw-n value; distinct basis is a precision sensitivity only
headline,stage2,qwen3_235b,exit_prose,,raw,wilson_lo,0.0,
headline,stage2,qwen3_235b,exit_prose,,raw,wilson_hi,0.031,
headline,stage2,qwen3_235b,none,,raw,k_none,0,
headline,stage2,qwen3_235b,none,,raw,n_none,120,
headline,stage2,qwen3_235b,exit_prose,,raw,newcombe_diff_lo,-0.031,exit_prose minus none
headline,stage2,qwen3_235b,exit_prose,,raw,newcombe_diff_hi,0.031,
headline,stage2,qwen3_235b,exit_prose,,raw,interval_excludes_zero,False,
headline,stage2,qwen3_235b,exit_prose,,distinct,k_exit_prose,0,
headline,stage2,qwen3_235b,exit_prose,,distinct,n_exit_prose,62,
headline,stage2,qwen3_235b,exit_prose,,distinct,refusal_prop,0.0,primary DV remains the raw-n value; distinct basis is a precision sensitivity only
headline,stage2,qwen3_235b,exit_prose,,distinct,wilson_lo,0.0,
headline,stage2,qwen3_235b,exit_prose,,distinct,wilson_hi,0.0583,
headline,stage2,qwen3_235b,none,,distinct,k_none,0,
headline,stage2,qwen3_235b,none,,distinct,n_none,42,
headline,stage2,qwen3_235b,exit_prose,,distinct,newcombe_diff_lo,-0.0838,exit_prose minus none
headline,stage2,qwen3_235b,exit_prose,,distinct,newcombe_diff_hi,0.0583,
headline,stage2,qwen3_235b,exit_prose,,distinct,interval_excludes_zero,False,
headline,stage2,qwen3_235b,,,,mixed_refusal_duplicate_groups,0,duplicate text groups whose members carry different refusal flags (integrity check)
